timestamp,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-03-18 11:52:00,65,0,0,0,0,1,0,0,0
2016-03-18 11:53:00,66,0,0,0,0,1,0,0,0
2016-03-18 11:54:00,67,0,0,0,0,1,0,0,0
2016-03-18 11:55:00,68,0,0,0,0,1,0,0,0
2016-03-18 11:56:00,69,0,0,0,0,1,0,0,0
2016-03-18 11:57:00,70,0,0,0,0,1,0,0,0
2016-03-18 11:58:00,71,0,0,0,0,1,0,0,0
2016-03-18 11:59:00,72,0,0,0,0,1,0,0,0
2016-03-18 12:00:00,73,0,0,0,0,1,0,0,0
2016-03-18 12:01:00,74,0,0,0,0,1,0,0,0
2016-03-18 12:02:00,75,0,0,0,0,1,0,0,0
2016-03-18 12:03:00,76,0,0,0,0,1,0,0,0
2016-03-18 12:04:00,77,0,0,0,0,1,0,0,0
2016-03-18 12:05:00,78,0,0,0,0,1,0,0,0
2016-03-18 12:06:00,79,0,0,0,0,1,0,0,0
2016-03-18 12:07:00,80,0,0,0,0,1,0,0,0
2016-03-18 12:08:00,81,0,0,0,0,1,0,0,0
2016-03-18 12:09:00,82,0,0,0,0,1,0,0,0
2016-03-18 12:10:00,83,0,0,0,0,1,0,0,0
2016-03-18 12:11:00,84,0,0,0,0,1,0,0,0
2016-03-18 12:12:00,85,0,0,0,0,1,0,0,0
2016-03-18 12:13:00,86,0,0,0,0,1,0,0,0
2016-03-18 12:14:00,87,0,0,0,0,1,0,0,0
2016-03-18 12:15:00,88,0,0,0,0,1,0,0,0
2016-03-18 12:16:00,89,0,0,0,0,1,0,0,0
2016-03-18 12:17:00,90,0,0,0,0,1,0,0,0
2016-03-18 12:18:00,91,0,0,0,0,1,0,0,0
2016-03-18 12:19:00,92,0,0,0,0,1,0,0,0
2016-03-18 12:20:00,93,0,0,0,0,1,0,0,0
2016-03-18 12:21:00,94,0,0,0,0,1,0,0,0
2016-03-18 12:22:00,95,0,0,0,0,1,0,0,0
2016-03-18 12:23:00,96,0,0,0,0,1,0,0,0
2016-03-18 12:24:00,97,0,0,0,0,1,0,0,0
2016-03-18 12:25:00,98,0,0,0,0,1,0,0,0
2016-03-18 12:26:00,99,0,0,0,0,1,0,0,0
2016-03-18 12:27:00,100,0,0,0,0,1,0,0,0
2016-03-18 12:28:00,101,0,0,0,0,1,0,0,0
2016-03-18 12:29:00,102,0,0,0,0,1,0,0,0
2016-03-18 12:30:00,103,0,0,0,0,1,0,0,0
2016-03-18 12:31:00,104,0,0,0,0,1,0,0,0
2016-03-18 12:32:00,105,0,0,0,0,1,0,0,0
2016-03-18 12:33:00,106,0,0,0,0,1,0,0,0
2016-03-18 12:34:00,107,0,0,0,0,1,0,0,0
2016-03-18 12:35:00,108,0,0,0,0,1,0,0,0
2016-03-18 12:36:00,109,0,0,0,0,1,0,0,0
2016-03-18 12:37:00,110,0,0,0,0,1,0,0,0
2016-03-18 12:38:00,111,0,0,0,0,1,0,0,0
2016-03-18 12:39:00,112,0,0,0,0,1,0,0,0
2016-03-18 12:40:00,113,0,0,0,0,1,0,0,0
2016-03-18 12:41:00,114,0,0,0,0,1,0,0,0
2016-03-18 12:42:00,115,0,0,0,0,1,0,0,0
2016-03-18 12:43:00,116,0,0,0,0,1,0,0,0
2016-03-18 12:44:00,117,0,0,0,0,1,0,0,0
2016-03-18 12:45:00,118,0,0,0,0,1,0,0,0
2016-03-18 12:46:00,119,0,0,0,0,1,0,0,0
2016-03-18 12:47:00,120,0,0,0,0,1,0,0,0
2016-03-18 12:48:00,121,0,0,0,0,1,0,0,0
2016-03-18 12:49:00,122,0,0,0,0,1,0,0,0
2016-03-18 12:50:00,123,0,0,0,0,1,0,0,0
2016-03-18 12:51:00,124,0,0,0,0,1,0,0,0
2016-03-18 12:52:00,125,0,0,0,0,1,0,0,0
2016-03-18 12:53:00,126,0,0,0,0,1,0,0,0
2016-03-18 12:54:00,127,0,0,0,0,1,0,0,0
2016-03-18 12:55:00,128,0,0,0,0,1,0,0,0
2016-03-18 12:56:00,129,0,0,0,0,1,0,0,0
2016-03-18 12:57:00,130,0,0,0,0,1,0,0,0
2016-03-18 12:58:00,131,0,0,0,0,1,0,0,0
2016-03-18 12:59:00,132,0,0,0,0,1,0,0,0
2016-03-18 13:00:00,133,0,0,0,0,1,0,0,0
2016-03-18 13:01:00,134,0,0,0,0,1,0,0,0
2016-03-18 13:02:00,135,0,0,0,0,1,0,0,0
2016-03-18 13:03:00,136,0,0,0,0,1,0,0,0
2016-03-18 13:04:00,137,0,0,0,0,1,0,0,0
2016-03-18 13:05:00,138,0,0,0,0,1,0,0,0
2016-03-18 13:06:00,139,0,0,0,0,1,0,0,0
2016-03-18 13:07:00,140,0,0,0,0,1,0,0,0
2016-03-18 13:08:00,141,0,0,0,0,1,0,0,0
2016-03-18 13:09:00,142,0,0,0,0,1,0,0,0
2016-03-18 13:10:00,143,0,0,0,0,1,0,0,0
2016-03-18 13:11:00,144,0,0,0,0,1,0,0,0
2016-03-18 13:12:00,145,0,0,0,0,1,0,0,0
2016-03-18 13:13:00,146,0,0,0,0,1,0,0,0
2016-03-18 13:14:00,147,0,0,0,0,1,0,0,0
2016-03-18 13:15:00,148,0,0,0,0,1,0,0,1
2016-03-18 13:16:00,149,0,0,0,0,1,0,0,1
2016-03-18 13:17:00,150,0,0,0,0,1,0,0,0
2016-03-18 13:18:00,151,0,0,0,0,1,0,0,0
2016-03-18 13:19:00,152,0,0,0,0,1,0,0,0
2016-03-18 13:20:00,153,0,0,0,0,1,0,0,0
2016-03-18 13:21:00,154,0,0,0,0,1,0,0,0
2016-03-18 13:22:00,155,0,0,0,0,1,0,0,0
2016-03-18 13:23:00,156,0,0,0,0,1,0,0,0
2016-03-18 13:24:00,157,0,0,0,0,1,0,0,0
2016-03-18 13:25:00,158,0,0,0,0,1,0,0,0
2016-03-18 13:26:00,159,0,0,0,0,1,0,0,0
2016-03-18 13:27:00,160,0,0,0,0,1,0,0,0
2016-03-18 13:28:00,161,0,0,0,0,1,0,0,0
2016-03-18 13:29:00,162,0,0,0,0,1,0,0,0
2016-03-18 13:30:00,163,0,0,0,0,1,0,0,0
2016-03-18 13:31:00,164,0,0,0,0,1,0,0,0
2016-03-18 13:32:00,165,0,0,0,0,1,0,0,0
2016-03-18 13:33:00,166,0,0,0,0,1,0,0,0
2016-03-18 13:34:00,167,0,0,0,0,1,0,0,1
2016-03-18 13:35:00,168,0,0,0,0,1,0,0,1
2016-03-18 13:36:00,169,0,0,0,0,1,0,0,1
2016-03-18 13:37:00,170,0,0,0,0,1,0,0,1
2016-03-18 13:38:00,171,0,0,0,0,1,0,0,1
2016-03-18 13:39:00,172,0,0,0,0,1,0,0,1
2016-03-18 13:40:00,173,0,0,0,0,1,0,0,1
2016-03-18 13:41:00,174,0,0,0,0,1,0,0,1
2016-03-18 13:42:00,175,0,0,0,0,1,0,0,1
2016-03-18 13:43:00,176,0,0,0,0,1,0,0,1
2016-03-18 13:44:00,177,0,0,0,0,1,0,0,1
2016-03-18 13:45:00,178,0,0,0,0,1,0,0,1
2016-03-18 13:46:00,179,0,0,0,0,1,0,0,1
2016-03-18 13:47:00,180,0,0,0,0,1,0,0,1
2016-03-18 13:48:00,181,0,0,0,0,1,0,0,1
2016-03-18 13:49:00,182,0,0,0,0,1,0,0,1
2016-03-18 13:50:00,183,0,0,0,0,1,0,0,1
2016-03-18 13:51:00,184,0,0,0,0,1,0,0,1
2016-03-18 13:52:00,185,0,0,0,0,1,0,0,1
2016-03-18 13:53:00,186,0,0,0,0,1,0,0,1
2016-03-18 13:54:00,187,0,0,0,0,1,0,0,1
2016-03-18 13:55:00,188,0,0,0,0,1,0,0,1
2016-03-18 13:56:00,189,0,0,0,0,1,0,0,1
2016-03-18 13:57:00,190,0,0,0,0,1,0,0,1
2016-03-18 13:58:00,191,0,0,0,0,1,0,0,1
2016-03-18 13:59:00,192,0,0,0,0,1,0,0,1
2016-03-18 14:00:00,193,0,0,0,0,1,0,0,1
2016-03-18 14:01:00,194,0,0,0,0,1,0,0,1
2016-03-18 14:02:00,195,0,0,0,0,1,0,0,1
2016-03-18 14:03:00,196,0,0,0,0,1,0,0,1
2016-03-18 14:04:00,197,0,0,0,0,1,0,0,1
2016-03-18 14:05:00,198,0,0,0,0,1,0,0,1
2016-03-18 14:06:00,199,0,0,0,0,1,0,0,1
2016-03-18 14:07:00,200,0,0,0,0,1,0,0,1
2016-03-18 14:08:00,201,0,0,0,0,1,0,0,1
2016-03-18 14:09:00,202,0,0,0,0,1,0,0,1
2016-03-18 14:10:00,203,0,0,0,0,1,0,0,1
2016-03-18 14:11:00,204,0,0,0,0,1,0,0,1
2016-03-18 14:12:00,205,0,0,0,0,1,0,0,1
2016-03-18 14:13:00,206,0,0,0,0,1,0,0,1
2016-03-18 14:14:00,207,0,0,0,0,1,0,0,1
2016-03-18 14:15:00,208,0,0,0,0,1,0,0,1
2016-03-18 14:16:00,209,0,0,0,0,1,0,0,1
2016-03-18 14:17:00,210,0,0,0,0,1,0,0,1
2016-03-18 14:18:00,211,0,0,0,0,1,0,0,1
2016-03-18 14:19:00,212,0,0,0,0,1,0,0,1
2016-03-18 14:20:00,213,0,0,0,0,1,0,0,1
2016-03-18 14:21:00,214,0,0,0,0,1,0,0,1
2016-03-18 14:22:00,215,0,0,0,0,1,0,0,1
2016-03-18 14:23:00,216,0,0,0,0,1,0,0,1
2016-03-18 14:24:00,217,0,0,0,0,1,0,0,1
2016-03-18 14:25:00,218,0,0,0,0,1,0,0,1
2016-03-18 14:26:00,219,0,0,0,0,1,0,0,1
2016-03-18 14:27:00,220,0,0,0,0,1,0,0,1
2016-03-18 14:28:00,221,0,0,0,0,1,0,0,1
2016-03-18 14:29:00,222,0,0,0,0,1,0,0,1
2016-03-18 14:30:00,223,0,0,0,0,1,0,0,1
2016-03-18 14:31:00,224,0,0,0,0,1,0,0,1
2016-03-18 14:32:00,225,0,0,0,0,1,0,0,1
2016-03-18 14:33:00,226,0,0,0,0,1,0,0,1
2016-03-18 14:34:00,227,0,0,0,0,1,0,0,1
2016-03-18 14:35:00,228,0,0,0,0,1,0,0,1
2016-03-18 14:36:00,229,0,0,0,0,1,0,0,1
2016-03-18 14:37:00,230,0,0,0,0,1,0,0,1
2016-03-18 14:38:00,231,0,0,0,0,1,0,0,1
2016-03-18 14:39:00,232,0,0,0,0,1,0,0,1
2016-03-18 14:40:00,233,0,0,0,0,1,0,0,1
2016-03-18 14:41:00,234,0,0,0,0,1,0,0,1
2016-03-18 14:42:00,235,0,0,0,0,1,0,0,1
2016-03-18 14:43:00,236,0,0,0,0,1,0,0,1
2016-03-18 14:44:00,237,0,0,0,0,1,0,0,1
2016-03-18 14:45:00,238,0,0,0,0,1,0,0,1
2016-03-18 14:46:00,239,0,0,0,0,1,0,0,1
2016-03-18 14:47:00,240,0,0,0,0,1,0,0,1
2016-03-18 14:48:00,241,0,0,0,0,1,0,0,1
2016-03-18 14:49:00,242,0,0,0,0,1,0,0,1
2016-03-18 14:50:00,243,0,0,0,0,1,0,0,1
2016-03-18 14:51:00,244,0,0,0,0,1,0,0,1
2016-03-18 14:52:00,245,0,0,0,0,1,0,0,1
2016-03-18 14:53:00,246,0,0,0,0,1,0,0,1
2016-03-18 14:54:00,247,0,0,0,0,1,0,0,1
2016-03-18 14:55:00,248,0,0,0,0,1,0,0,1
2016-03-18 14:56:00,249,0,0,0,0,1,0,0,1
2016-03-18 14:57:00,250,0,0,0,0,1,0,0,1
2016-03-18 14:58:00,251,0,0,0,0,1,0,0,1
2016-03-18 14:59:00,252,0,0,0,0,1,0,0,1
2016-03-18 15:00:00,253,0,0,0,0,1,0,0,1
2016-03-18 15:01:00,254,0,0,0,0,1,0,0,1
2016-03-18 15:02:00,255,0,0,0,0,1,0,0,1
2016-03-18 15:03:00,256,0,0,0,0,1,0,0,1
2016-03-18 15:04:00,257,0,0,0,0,1,0,0,1
2016-03-18 15:05:00,258,0,0,0,0,1,0,0,1
2016-03-18 15:06:00,259,0,0,0,0,1,0,0,1
2016-03-18 15:07:00,260,0,0,0,0,1,0,0,1
2016-03-18 15:08:00,261,0,0,0,0,1,0,0,1
2016-03-18 15:09:00,262,0,0,0,0,1,0,0,1
2016-03-18 15:10:00,263,0,0,0,0,1,0,0,1
2016-03-18 15:11:00,264,0,0,0,0,1,0,0,1
2016-03-18 15:12:00,265,0,0,0,0,1,0,0,1
2016-03-18 15:13:00,266,0,0,0,0,1,0,0,1
2016-03-18 15:14:00,267,0,0,0,0,1,0,0,1
2016-03-18 15:15:00,268,0,0,0,0,1,0,0,1
2016-03-18 15:16:00,269,0,0,0,0,1,0,0,1
2016-03-18 15:17:00,270,0,0,0,0,1,0,0,1
2016-03-18 15:18:00,271,0,0,0,0,1,0,0,1
2016-03-18 15:19:00,272,0,0,0,0,1,0,0,1
2016-03-18 15:20:00,273,0,0,0,0,1,0,0,1
2016-03-18 15:21:00,274,0,0,0,0,1,0,0,1
2016-03-18 15:22:00,275,0,0,0,0,1,0,0,1
2016-03-18 15:23:00,276,0,0,0,0,1,0,0,1
2016-03-18 15:24:00,277,0,0,0,0,1,0,0,1
2016-03-18 15:25:00,278,0,0,0,0,1,0,0,1
2016-03-18 15:26:00,279,0,0,0,0,1,0,0,1
2016-03-18 15:27:00,280,0,0,0,0,1,0,0,1
2016-03-18 15:28:00,281,0,0,0,0,1,0,0,1
2016-03-18 15:29:00,282,0,0,0,0,1,0,0,1
2016-03-18 15:30:00,283,0,0,0,0,1,0,0,1
2016-03-18 15:31:00,284,0,0,0,0,1,0,0,1
2016-03-18 15:32:00,285,0,0,0,0,1,0,0,1
2016-03-18 15:33:00,286,0,0,0,0,1,0,0,1
2016-03-18 15:34:00,287,0,0,0,0,1,0,0,1
2016-03-18 15:35:00,288,0,0,0,0,1,0,0,1
2016-03-18 15:36:00,289,0,0,0,0,1,0,0,1
2016-03-18 15:37:00,290,0,0,0,0,1,0,0,1
2016-03-18 15:38:00,291,0,0,0,0,1,0,0,1
2016-03-18 15:39:00,292,0,0,0,0,1,0,0,1
2016-03-18 15:40:00,293,0,0,0,0,1,0,0,1
2016-03-18 15:41:00,294,0,0,0,0,1,0,0,1
2016-03-18 15:42:00,295,0,0,0,0,1,0,0,1
2016-03-18 15:43:00,296,0,0,0,0,1,0,0,1
2016-03-18 15:44:00,297,0,0,0,0,1,0,0,1
2016-03-18 15:45:00,298,0,0,0,0,1,0,0,1
2016-03-18 15:46:00,299,0,0,0,0,1,0,0,1
2016-03-18 15:47:00,300,0,0,0,0,1,0,0,1
2016-03-18 15:48:00,301,0,0,0,0,1,0,0,1
2016-03-18 15:49:00,302,0,0,0,0,1,0,0,1
2016-03-18 15:50:00,303,0,0,0,0,1,0,0,1
2016-03-18 15:51:00,304,0,0,0,0,1,0,0,1
2016-03-18 15:52:00,305,0,0,0,0,1,0,0,1
2016-03-18 15:53:00,306,0,0,0,0,1,0,0,1
2016-03-18 15:54:00,307,0,0,0,0,1,0,0,1
2016-03-18 15:55:00,308,0,0,0,0,1,0,0,1
2016-03-18 15:56:00,309,0,0,0,0,1,0,0,1
2016-03-18 15:57:00,310,0,0,0,0,1,0,0,1
2016-03-18 15:58:00,311,0,0,0,0,1,0,0,1
2016-03-18 15:59:00,312,0,0,0,0,1,0,0,1
2016-03-18 16:00:00,313,0,0,0,0,1,0,0,1
2016-03-18 16:01:00,314,0,0,0,0,1,0,0,1
2016-03-18 16:02:00,315,0,0,0,0,1,0,0,1
2016-03-18 16:03:00,316,0,0,0,0,1,0,0,1
2016-03-18 16:04:00,317,0,0,0,0,1,0,0,1
2016-03-18 16:05:00,318,0,0,0,0,1,0,0,1
2016-03-18 16:06:00,319,0,0,0,0,1,0,0,1
2016-03-18 16:07:00,320,0,0,0,0,1,0,0,1
2016-03-18 16:08:00,321,0,0,0,0,1,0,0,1
2016-03-18 16:09:00,322,0,0,0,0,1,0,0,1
2016-03-18 16:10:00,323,0,0,0,0,1,0,0,1
2016-03-18 16:11:00,324,0,0,0,0,1,0,0,1
2016-03-18 16:12:00,325,0,0,0,0,1,0,0,1
2016-03-18 16:13:00,326,0,0,0,0,1,0,0,1
2016-03-18 16:14:00,327,0,0,0,0,1,0,0,1
2016-03-18 16:15:00,328,0,0,0,0,1,0,0,1
2016-03-18 16:16:00,329,0,0,0,0,1,0,0,1
2016-03-18 16:17:00,330,0,0,0,0,1,0,0,1
2016-03-18 16:18:00,331,0,0,0,0,1,0,0,1
2016-03-18 16:19:00,332,0,0,0,0,1,0,0,1
2016-03-18 16:20:00,333,0,0,0,0,1,0,0,1
2016-03-18 16:21:00,334,0,0,0,0,1,0,0,1
2016-03-18 16:22:00,335,0,0,0,0,1,0,0,1
2016-03-18 16:23:00,336,0,0,0,0,1,0,0,1
2016-03-18 16:24:00,337,0,0,0,0,1,0,0,1
2016-03-18 16:25:00,338,0,0,0,0,1,0,0,1
2016-03-18 16:26:00,339,0,0,0,0,1,0,0,1
2016-03-18 16:27:00,340,0,0,0,0,1,0,0,1
2016-03-18 16:28:00,341,0,0,0,0,1,0,0,1
2016-03-18 16:29:00,342,0,0,0,0,1,0,0,1
2016-03-18 16:30:00,343,0,0,0,0,1,0,0,1
2016-03-18 16:31:00,344,0,0,0,0,1,0,0,1
2016-03-18 16:32:00,345,0,0,0,0,1,0,0,1
2016-03-18 16:33:00,346,0,0,0,0,1,0,0,1
2016-03-18 16:34:00,347,0,0,0,0,1,0,0,1
2016-03-18 16:35:00,348,0,0,0,0,1,0,0,1
2016-03-18 16:36:00,349,0,0,0,0,1,0,0,1
2016-03-18 16:37:00,350,0,0,0,0,1,0,0,1
2016-03-18 16:38:00,351,0,0,0,0,1,0,0,1
2016-03-18 16:39:00,352,0,0,0,0,1,0,0,1
2016-03-18 16:40:00,353,0,0,0,0,1,0,0,1
2016-03-18 16:41:00,354,0,0,0,0,1,0,0,1
2016-03-18 16:42:00,355,0,0,0,0,1,0,0,1
2016-03-18 16:43:00,356,0,0,0,0,1,0,0,1
2016-03-18 16:44:00,357,0,0,0,0,1,0,0,1
2016-03-18 16:45:00,358,0,0,0,0,1,0,0,1
2016-03-18 16:46:00,359,0,0,0,0,1,0,0,1
2016-03-18 16:47:00,360,0,0,0,0,1,0,0,1
2016-03-18 16:48:00,361,0,0,0,0,1,0,0,1
2016-03-18 16:49:00,362,0,0,0,0,1,0,0,1
2016-03-18 16:50:00,363,0,0,0,0,1,0,0,1
2016-03-18 16:51:00,364,0,0,0,0,1,0,0,1
2016-03-18 16:52:00,365,0,0,0,0,1,0,0,1
2016-03-18 16:53:00,366,0,0,0,0,1,0,0,1
2016-03-18 16:54:00,367,0,0,0,0,1,0,0,1
2016-03-18 16:55:00,368,0,0,0,0,1,0,0,1
2016-03-18 16:56:00,369,0,0,0,0,1,0,0,1
2016-03-18 16:57:00,370,0,0,0,0,1,0,0,1
2016-03-18 16:58:00,371,0,0,0,0,1,0,0,1
2016-03-18 16:59:00,372,0,0,0,0,1,0,0,1
2016-03-18 17:00:00,373,0,0,0,0,1,0,0,1
2016-03-18 17:01:00,374,0,0,0,0,1,0,0,1
2016-03-18 17:02:00,375,0,0,0,0,1,0,0,1
2016-03-18 17:03:00,376,0,0,0,0,1,0,0,1
2016-03-18 17:04:00,377,0,0,0,0,1,0,0,1
2016-03-18 17:05:00,378,0,0,0,0,1,0,0,1
2016-03-18 17:06:00,379,0,0,0,0,1,0,0,1
2016-03-18 17:07:00,380,0,0,0,0,1,0,0,1
2016-03-18 17:08:00,381,0,0,0,0,1,0,0,1
2016-03-18 17:09:00,382,0,0,0,0,1,0,0,1
2016-03-18 17:10:00,383,0,0,0,0,1,0,0,1
2016-03-18 17:11:00,384,0,0,0,0,1,0,0,1
2016-03-18 17:12:00,385,0,0,0,0,1,0,0,1
2016-03-18 17:13:00,386,0,0,0,0,1,0,0,1
2016-03-18 17:14:00,387,0,0,0,0,1,0,0,1
2016-03-18 17:15:00,388,0,0,0,0,1,0,0,1
2016-03-18 17:16:00,389,0,0,0,0,1,0,0,1
2016-03-18 17:17:00,390,0,0,0,0,1,0,0,1
2016-03-18 17:18:00,391,0,0,0,0,1,0,0,1
2016-03-18 17:19:00,392,0,0,0,0,1,0,0,1
2016-03-18 17:20:00,393,0,0,0,0,1,0,0,1
2016-03-18 17:21:00,394,0,0,0,0,1,0,0,1
2016-03-18 17:22:00,395,0,0,0,0,1,0,0,1
2016-03-18 17:23:00,396,0,0,0,0,1,0,0,1
2016-03-18 17:24:00,397,0,0,0,0,1,0,0,1
2016-03-18 17:25:00,398,0,0,0,0,1,0,0,1
2016-03-18 17:26:00,399,0,0,0,0,1,0,0,1
2016-03-18 17:27:00,400,0,0,0,0,1,0,0,1
2016-03-18 17:28:00,401,0,0,0,0,1,0,0,1
2016-03-18 17:29:00,402,0,0,0,0,1,0,0,1
2016-03-18 17:30:00,403,0,0,0,0,1,0,0,1
2016-03-18 17:31:00,404,0,0,0,0,1,0,0,1
2016-03-18 17:32:00,405,0,0,0,0,1,0,0,1
2016-03-18 17:33:00,406,0,0,0,0,1,0,0,1
2016-03-18 17:34:00,407,0,0,0,0,1,0,0,1
2016-03-18 17:35:00,408,0,0,0,0,1,0,0,1
2016-03-18 17:36:00,409,0,0,0,0,1,0,0,1
2016-03-18 17:37:00,410,0,0,0,0,1,0,0,1
2016-03-18 17:38:00,411,0,0,0,0,1,0,0,1
2016-03-18 17:39:00,412,0,0,0,0,1,0,0,1
2016-03-18 17:40:00,413,0,0,0,0,1,0,0,1
2016-03-18 17:41:00,414,0,0,0,0,1,0,0,1
2016-03-18 17:42:00,415,0,0,0,0,1,0,0,1
2016-03-18 17:43:00,416,0,0,0,0,1,0,0,1
2016-03-18 17:44:00,417,0,0,0,0,1,0,0,1
2016-03-18 17:45:00,418,0,0,0,0,1,0,0,1
2016-03-18 17:46:00,419,0,0,0,0,1,0,0,1
2016-03-18 17:47:00,420,0,0,0,0,1,0,0,1
2016-03-18 17:48:00,421,0,0,0,0,1,0,0,1
2016-03-18 17:49:00,422,0,0,0,0,1,0,0,1
2016-03-18 17:50:00,423,0,0,0,0,1,0,0,1
2016-03-18 17:51:00,424,0,0,0,0,1,0,0,1
2016-03-18 17:52:00,425,0,0,0,0,1,0,0,1
2016-03-18 17:53:00,426,0,0,0,0,1,0,0,1
2016-03-18 17:54:00,427,0,0,0,0,1,0,0,1
2016-03-18 17:55:00,428,0,0,0,0,1,0,0,1
2016-03-18 17:56:00,429,0,0,0,0,1,0,0,1
2016-03-18 17:57:00,430,0,0,0,0,1,0,0,1
2016-03-18 17:58:00,431,0,0,0,0,1,0,0,1
2016-03-18 17:59:00,432,0,0,0,0,1,0,0,1
2016-03-18 18:00:00,433,0,0,0,0,1,0,0,1
2016-03-18 18:01:00,434,0,0,0,0,1,0,0,1
2016-03-18 18:02:00,435,0,0,0,0,1,0,0,1
2016-03-18 18:03:00,436,0,0,0,0,1,0,0,1
2016-03-18 18:04:00,437,0,0,0,0,1,0,0,1
2016-03-18 18:05:00,438,0,0,0,0,1,0,0,1
2016-03-18 18:06:00,439,0,0,0,0,1,0,0,1
2016-03-18 18:07:00,440,0,0,0,0,1,0,0,1
2016-03-18 18:08:00,441,0,0,0,0,1,0,0,1
2016-03-18 18:09:00,442,0,0,0,0,1,0,0,1
2016-03-18 18:10:00,443,0,0,0,0,1,0,0,1
2016-03-18 18:11:00,444,0,0,0,0,1,0,0,1
2016-03-18 18:12:00,445,0,0,0,0,1,0,0,1
2016-03-18 18:13:00,446,0,0,0,0,1,0,0,1
